,test_labels,train_gnn_accuracy,train_gnn_auc,train_att_accuracy,train_att_auc,test_gnn_accuracy,test_att_mean_score,test_att_var_score,test_gnn_mean_score
31,0,0.8939453959465027,0.5338272605094792,0.1155121922492981,0.6618118780593962,1.0,1.0,,0.0
32,0,0.893943190574646,0.5145485438605812,0.1155121922492981,0.6395237477715969,1.0,1.0,,0.0
33,0,0.8939365148544312,0.5279559063657988,0.1155121922492981,0.5372005443564014,1.0,1.0,,0.0
34,1,0.8940080404281616,0.5153699161459111,0.8846828937530518,0.6332390280020033,0.0,0.0,,0.0
35,0,0.893943190574646,0.5111426643202543,0.47648778557777405,0.6819351407993036,1.0,0.0,,0.0
36,0,0.8939365148544312,0.5,0.8844878077507019,0.967977884403265,1.0,0.0,,0.0
37,0,0.893943190574646,0.5306158762793897,0.48565852642059326,0.7484606131611427,1.0,1.0,,0.0
38,1,0.8939893841743469,0.5205477475908222,0.11531706899404526,0.6478845302683914,0.0,1.0,,0.0
39,0,0.8939409852027893,0.5196561269715211,0.6946341395378113,0.6580787438663018,1.0,0.0,,0.0
40,1,0.8939893841743469,0.5134270631511524,0.11531706899404526,0.5854235753625363,0.0,1.0,,0.0
41,0,0.893923282623291,0.5,0.890731692314148,0.8706292742113391,1.0,0.0,,0.0
42,1,0.8940267562866211,0.521800317042113,0.8846828937530518,0.6370420295014841,0.0,0.0,,0.0
43,0,0.893943190574646,0.5141205446977987,0.8844878077507019,0.629747094877803,1.0,0.0,,0.0
44,0,0.8939409852027893,0.5147825484784043,0.8844878077507019,0.6186436477841176,1.0,0.0,,0.0
45,0,0.8938832879066467,0.5119301330569821,0.1155121922492981,0.6890386415535324,1.0,1.0,,0.0
46,1,0.8940827250480652,0.5277250838863727,0.11531706899404526,0.6301984554376522,0.0,1.0,,0.0
47,0,0.8939210772514343,0.5244375119605458,0.8844878077507019,0.6364565260164202,1.0,0.0,,0.0
48,1,0.8945872783660889,0.5148244321623222,0.8846828937530518,0.7229360119480787,0.0,0.0,,0.0
49,0,0.8939453959465027,0.5244165574889813,0.8844878077507019,0.625898255137997,1.0,0.0,,0.0
50,0,0.8939453959465027,0.5242227972135032,0.8844878077507019,0.6427392813064553,1.0,0.0,,0.0
51,0,0.8939387798309326,0.5241742232389675,0.577951192855835,0.6283999916528044,1.0,0.0,,0.0
52,0,0.8939409852027893,0.5285302487889698,0.8844878077507019,0.6448100565820619,1.0,0.0,,0.0
53,0,0.8939387798309326,0.5205734536556816,0.8844878077507019,0.5850976100190197,1.0,0.0,,0.0
54,0,0.8939453959465027,0.5229402099621671,0.8844878077507019,0.5788737322696622,1.0,0.0,,0.0
55,1,0.8940827250480652,0.5251492305040052,0.11531706899404526,0.5817069675480688,0.0,1.0,,0.0
56,0,0.8939210772514343,0.5208085148556697,0.751609742641449,0.6191575220157285,1.0,0.0,,0.0
57,0,0.8939453959465027,0.5315352583430927,0.2735609710216522,0.6957797473184634,1.0,1.0,,0.0
58,0,0.8939077258110046,0.5172976000604748,0.8844878077507019,0.6724334981904473,1.0,0.0,,0.0
59,0,0.893943190574646,0.5172127092484572,0.7750243544578552,0.6513299989267892,1.0,0.0,,0.0
60,1,0.8941574692726135,0.5301942246568044,0.8452682495117188,0.7240720049380615,0.0,0.0,,0.0
61,0,0.8939409852027893,0.5176220792785877,0.8737560510635376,0.63309417127253,1.0,0.0,,0.0
62,0,0.8939476013183594,0.5225197460684254,0.8844878077507019,0.6233108108108107,1.0,0.0,,0.0
63,0,0.8939453959465027,0.521205895733954,0.7131707072257996,0.6535995790628484,1.0,1.0,,0.0
64,0,0.8939476013183594,0.5149076357243045,0.49521949887275696,0.6245895341072376,1.0,1.0,,0.0
65,0,0.8938877582550049,0.5222916407311712,0.8844878077507019,0.6586587621705093,1.0,0.0,,0.0
66,0,0.8939387798309326,0.5243711097532695,0.1155121922492981,0.6337831875555237,1.0,1.0,,0.0
67,0,0.8939476013183594,0.5274624649045583,0.48565852642059326,0.6446229899654783,1.0,1.0,,0.0
68,0,0.8939476013183594,0.5239462704398065,0.6780487895011902,0.6308074495739949,1.0,0.0,,0.0
69,0,0.8939387798309326,0.5189254567991667,0.841560959815979,0.6574789755009808,1.0,1.0,,0.0
70,0,0.8939210772514343,0.522473025678827,0.1155121922492981,0.6267804866415059,1.0,1.0,,0.0
71,0,0.8939321041107178,0.5207665274856156,0.8844878077507019,0.712732007321683,1.0,0.0,,0.0
72,0,0.8938789367675781,0.5132703007745433,0.1155121922492981,0.605169634392831,1.0,1.0,,0.0
73,0,0.893943190574646,0.5287798484384685,0.1155121922492981,0.682545343159175,1.0,1.0,,0.0
74,0,0.8939453959465027,0.5165122083949146,0.8844878077507019,0.6888571645768866,1.0,0.0,,0.0
75,0,0.8939453959465027,0.5180625919509586,0.1155121922492981,0.6024554915603891,1.0,1.0,,0.0
76,0,0.8939099311828613,0.5210869732889112,0.1155121922492981,0.627560614055485,1.0,1.0,,0.0
77,0,0.8938611745834351,0.5304285923413296,0.8210731744766235,0.6686180099689365,0.9999999403953552,0.0,,0.0
78,1,0.8939893841743469,0.5331454141132715,0.11531706899404526,0.6220600956712098,0.0,1.0,,0.0
79,0,0.8939476013183594,0.5250376828695967,0.8844878077507019,0.6705115936585162,1.0,0.0,,0.0
80,0,0.8939387798309326,0.5292802652453501,0.1155121922492981,0.668259341406264,1.0,1.0,,0.0
81,0,0.8939453959465027,0.5219064890352834,0.1155121922492981,0.5558604393606048,1.0,1.0,,0.0
